Q6_11,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_111,Q6_12,Q6_OTRA,Q6_1,uso_smartphone,smartphone_propio,Q7_2_1,Q7_2_2,Q7_2_3,Q7_2_4,plan_movil_tipo_ind,pago_mensual_movil,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,ultimo_uso_internet,frecuencia_internet,tiempo_diario_internet,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_1_7,Q11_1_8,Q11_1_9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,tipo_acceso_mas_usado,uso_internet_hogar,frecuencia_internet_hogar,tiempo_diario_hogar,uso_internet_fuera_hogar,frecuencia_fuera_hogar,tiempo_diario_fuera_hogar,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q21_22,Q21_23,Q21_24,Q21_25,Q21_26,Q21_27,Q21_28,Q21_29,Q21_30,Q21_31,Q21_32,Q21_33,Q21_34,Q21_35,Q21_36,Q21_37,Q21_38,Q21_39,Q21_40,Q21_41,Q21_42,Q21_43,Q21_44,Q21_45,Q21_46,Q21_47,Q21_48,internet_facilita_trabajo,id,fecha_fin,region,comuna,zona,parentesco_jh,educ_jh,ocupacion_jh,A12_11,A12_2,A12_3,A12_4,A12_5,A12_6,A12_7,A12_8,A12_9,A12_10,A12_111,A12_12,A12_13,A13_1,A13_2,A13_3,A13_4,A13_5,A13_6,A13_7,A14_1,A14_2,A14_3,A14_4,A14_5,A14_6,A14_7,A14_8,A14_OTRA,ingreso_hogar,parentesco,edad,sexo,educ,ocupacion_encuestado,fe_hogar,fe_personas,gse
No,No,No,Sí,No,No,No,No,No,No,0.0,No,-,No usa computador,Si,Si (personal),1.0,1.0,0.0,0.0,Postpago,15000.0,1.0,Sí,No,Sí,Sí,0.0,1.0,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Hoy,Todos los días,Más de 4 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Banda Ancha Fija O Wifi [Adsl / Cable Modem / FibraÓptica / Wisp],SÍ,Al menos una vez al día,Más de 4 horas al día,SÍ,Al menos una vez al día,Entre 2 y 4 horas al día,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sí,No,Sí,Sí,No,Sí,No,Sí,1.0,1.0,1.0,1.0,1.0,0.0,No,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5327.0,07-08-2025,Valparaíso,VALPARAÍSO,URBANA,Hijo(a),Media Científico-Humanista Completa,"2.Oficio menor, obrero no calificado, jornalero, servicio doméstico con contrato",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-,"$ 640 mil a $ 1,1 millones",,25.0,Hombre,Media Científico-Humanista Completa,7.- NO tiene trabajo Remunerado,1497.35128,5312.5983,D
Sí,No,No,No,No,No,No,No,No,No,0.0,No,-,Propio y de uso personal,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,13000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Hoy,Todos los días,Entre 2 y 4 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 2 y 4 horas al día,SÍ,Al menos una vez al día,Entre 2 y 4 horas al día,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,No,No,No,No,No,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5328.0,09-08-2025,Los Lagos,OSORNO,RURAL,Yo soy el jefe de Hogar,Básica completa,"2.Oficio menor, obrero no calificado, jornalero, servicio doméstico con contrato",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,NS-NR,,52.0,Mujer,Básica completa,"2.Oficio menor, obrero no calificado, jornalero, servicio doméstico con contrato",439.1674,654.38426,E
No,No,No,No,No,No,Sí,No,No,No,0.0,No,-,,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,15000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,No,No,No,Sí,No,No,No,No,Nunca he utilizado internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.0,09-08-2025,Los Lagos,RÍO NEGRO,RURAL,Yo soy el jefe de Hogar,Media Técnico-Profesional Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,NS-NR,,74.0,Mujer,Media Técnico-Profesional Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",439.1674,654.38426,C3
No,Sí,No,No,No,No,No,No,No,No,0.0,No,-,Compartido con otros,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,20000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,Hoy,Todos los días,Entre 2 y 4 horas al día,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 2 y 4 horas al día,SÍ,Al menos una vez al día,Menos de 1 hora al día,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,1.0,1.0,1.0,0.0,1.0,0.0,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5330.0,09-08-2025,Los Lagos,OSORNO,RURAL,Yo soy el jefe de Hogar,Media Técnico-Profesional Incompleta,"4.Empleado administrativo medio y bajo, vendedor, secretaria, jefe sección. Técnico especializado, profesional independi",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,$ 280 mil a $ 487 mil,,60.0,Hombre,Media Técnico-Profesional Incompleta,"4.Empleado administrativo medio y bajo, vendedor, secretaria, jefe sección. Técnico especializado, profesional independi",439.1674,720.93638,C2
No,Sí,No,No,No,No,No,No,No,No,0.0,No,-,Compartido con otros,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,12990.0,0.0,No,No,No,No,0.0,0.0,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Hoy,Todos los días,Entre 1 y 2 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 1 y 2 horas al día,NO,,,,,,,,,,,1.0,Sí,No,No,No,No,Sí,Sí,No,1.0,1.0,1.0,1.0,1.0,1.0,Sí,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5331.0,09-08-2025,Los Lagos,OSORNO,RURAL,Cónyuge o Pareja,Media Científico-Humanista Completa,"5.Ejecutivo medio (gerente, subgerente). Gerente general de empresa media o pequeña. Profesional independiente de carrer",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,$ 367 mil a $ 639 mil,,56.0,Mujer,Media Científico-Humanista Completa,7.- NO tiene trabajo Remunerado,439.1674,654.38426,C1
Sí,No,No,No,No,No,No,No,No,No,0.0,No,-,Propio y de uso personal,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,11990.0,1.0,Sí,Sí,Sí,No,1.0,1.0,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Hoy,Todos los días,Más de 4 horas al día,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 2 y 4 horas al día,SÍ,"Al menos una vez a la semana, pero no cada día",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No,No,No,Sí,Sí,Sí,No,Sí,1.0,1.0,1.0,1.0,1.0,0.0,Sí,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5332.0,09-08-2025,Los Lagos,OSORNO,RURAL,Hijo(a),Superior Técnica Completa,"4.Empleado administrativo medio y bajo, vendedor, secretaria, jefe sección. Técnico especializado, profesional independi",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-,$ 280 mil a $ 487 mil,,20.0,Mujer,Media Científico-Humanista Completa,7.- NO tiene trabajo Remunerado,439.1674,1403.67075,C2
No,No,Sí,No,No,No,No,No,No,No,0.0,No,-,Propio y de uso personal,Si,Si (personal),1.0,0.0,0.0,0.0,Prepago,5000.0,1.0,Sí,Sí,No,No,0.0,0.0,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Hoy,Todos los días,Más de 4 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Más de 4 horas al día,SÍ,Al menos una vez al día,Entre 1 y 2 horas al día,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,No,No,No,Sí,No,No,No,No,1.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5333.0,09-08-2025,Biobío,SAN PEDRO DE LA PAZ,URBANA,Hijo(a),Media Técnico-Profesional Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-,"$ 850 mil a $ 1,4 millones",,18.0,Hombre,Media Científico-Humanista Incompleta,7.- NO tiene trabajo Remunerado,1279.20857,4729.03515,C3
No,No,No,No,No,No,Sí,No,No,No,0.0,No,-,,Si,Si (personal),0.0,0.0,0.0,1.0,Postpago,8000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Hoy,Todos los días,Más de 4 horas al día,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 2 y 4 horas al día,SÍ,Al menos una vez al día,Menos de 1 hora al día,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No,Sí,No,Sí,No,Sí,No,No,1.0,1.0,0.0,1.0,1.0,0.0,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5334.0,10-08-2025,Aysen,COYHAIQUE,URBANA,Cónyuge o Pareja,Básica completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,Sí,No,No,No,No,No,No,0.0,No,No,0.0,No,No,No,No,No,Sí,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-,$ 488 mil a $ 849 mil,,59.0,Mujer,Básica incompleta,"2.Oficio menor, obrero no calificado, jornalero, servicio doméstico con contrato",273.17,405.35516,D
No,No,No,No,No,No,Sí,No,No,No,0.0,No,-,,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,20000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Hoy,Todos los días,Entre 1 y 2 horas al día,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 1 y 2 horas al día,SÍ,"Al menos una vez a la semana, pero no cada día",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,Sí,No,No,No,No,No,No,1.0,0.0,1.0,1.0,1.0,0.0,Sí,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5335.0,10-08-2025,Araucanía,LAUTARO,RURAL,Cónyuge o Pareja,Básica incompleta,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,Sí,No,No,No,No,No,No,0.0,No,No,0.0,No,No,No,No,No,Sí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Independiente,$ 400 mil a $ 696 mil,,55.0,Hombre,Básica incompleta,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",498.78653,823.75256,D
No,No,Sí,No,No,No,No,No,No,No,0.0,No,-,Compartido con otros,Si,Si (personal),0.0,1.0,0.0,0.0,Postpago,11000.0,1.0,Sí,No,No,Sí,1.0,0.0,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Hoy,Todos los días,Menos de 1 hora al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,"Al menos una vez a la semana, pero no cada día",,SÍ,Menos de una vez al mes,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sí,No,No,No,No,No,No,Sí,1.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SÍ,5336.0,10-08-2025,Araucanía,LAUTARO,RURAL,Hijo(a),Media Científico-Humanista Completa,"4.Empleado administrativo medio y bajo, vendedor, secretaria, jefe sección. Técnico especializado, profesional independi",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,$ 280 mil a $ 487 mil,,20.0,Hombre,Media Técnico-Profesional Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",498.78653,1766.96994,C2
No,No,Sí,No,No,No,No,No,No,No,0.0,No,-,Propio y de uso personal,Si,Si (personal),0.0,1.0,0.0,0.0,Postpago,15990.0,1.0,Sí,Sí,Sí,Sí,1.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Hoy,Todos los días,Más de 4 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Internet Móvil Con Plan O Bolsa De Gigas/Megas De Un Teléfono Móvil [Smartphone] / Tablet,SÍ,Al menos una vez al día,Más de 4 horas al día,SÍ,Al menos una vez al día,Entre 1 y 2 horas al día,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,No,Sí,No,Sí,Sí,Sí,Sí,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Sí,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,SÍ,5337.0,10-08-2025,Araucanía,LAUTARO,RURAL,Hijo(a),Superior Universitaria Incompleta,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,"$ 850 mil a $ 1,4 millones",,23.0,Mujer,Superior Universitaria Incompleta,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",498.78653,1603.85489,C2
No,No,No,Sí,No,No,No,No,No,No,0.0,No,-,Propio y de uso personal,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,5000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Hoy,Todos los días,Entre 1 y 2 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,SÍ,Al menos una vez al día,Entre 1 y 2 horas al día,SÍ,"Al menos una vez al mes, pero no cada semana",,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,1.0,0.0,1.0,0.0,0.0,0.0,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,5338.0,10-08-2025,Araucanía,LAUTARO,RURAL,Cónyuge o Pareja,Básica completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,$ 367 mil a $ 639 mil,,69.0,Hombre,Media Científico-Humanista Completa,7.- NO tiene trabajo Remunerado,498.78653,823.75256,D
Sí,No,No,No,No,No,No,No,No,No,0.0,No,-,No usa computador,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,4590.0,1.0,No,No,No,Sí,0.0,0.0,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Hoy,Todos los días,Más de 4 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Más de 4 horas al día,SÍ,Al menos una vez al día,Menos de 1 hora al día,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,No,No,No,No,No,No,Sí,Sí,1.0,1.0,0.0,0.0,1.0,0.0,Sí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,5339.0,10-08-2025,Araucanía,LAUTARO,RURAL,Yo soy el jefe de Hogar,Básica completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,$ 227 mil a $ 393 mil,,54.0,Mujer,Básica completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",498.78653,1113.62094,D
No,No,No,No,No,No,Sí,No,No,No,0.0,No,-,,Si,Si (personal),0.0,1.0,0.0,0.0,Postpago,33000.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Hoy,Todos los días,Menos de 1 hora al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,Al menos una vez al día,Menos de 1 hora al día,SÍ,Al menos una vez al día,Menos de 1 hora al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,5340.0,10-08-2025,Araucanía,LAUTARO,RURAL,Yo soy el jefe de Hogar,Media Científico-Humanista Completa,"4.Empleado administrativo medio y bajo, vendedor, secretaria, jefe sección. Técnico especializado, profesional independi",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,$ 367 mil a $ 639 mil,,55.0,Hombre,Media Científico-Humanista Completa,"4.Empleado administrativo medio y bajo, vendedor, secretaria, jefe sección. Técnico especializado, profesional independi",498.78653,1226.8783,C2
No,No,No,No,No,No,Sí,No,No,No,0.0,No,-,,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,24990.0,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Entre 2 y 3 días,Varias veces por semana,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,SÍ,"Al menos una vez a la semana, pero no cada día",,SÍ,Al menos una vez al día,Menos de 1 hora al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5341.0,10-08-2025,Araucanía,LAUTARO,RURAL,Cónyuge o Pareja,Básica completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,Sí,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Undependiente,$ 367 mil a $ 639 mil,,48.0,Hombre,Básica incompleta,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",498.78653,1226.8783,D
Sí,No,No,No,No,No,No,No,No,No,0.0,No,-,No usa computador,Si,No (uso compartido con otros),,,,,,,0.0,No,No,No,No,0.0,0.0,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Hoy,Todos los días,Menos de 1 hora al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,SÍ,Al menos una vez al día,Menos de 1 hora al día,NO,,,,,,,,,,,0.0,No,No,No,No,No,No,No,No,1.0,1.0,1.0,0.0,1.0,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SÍ,5343.0,10-08-2025,Araucanía,LAUTARO,RURAL,Yerno o Nuera,Media Científico-Humanista Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,Sí,No,No,No,No,No,No,0.0,No,No,0.0,No,No,No,No,Sí,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,$ 506 mil a $ 881 mil,,36.0,Hombre,Media Científico-Humanista Incompleta,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",498.78653,1226.8783,C3
No,No,No,No,No,No,Sí,No,No,No,0.0,No,-,,Si,Si (personal),1.0,0.0,0.0,0.0,Postpago,10000.0,1.0,Sí,Sí,Sí,Sí,0.0,1.0,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Hoy,Todos los días,Más de 4 horas al día,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Banda Ancha Fija O Wifi [Adsl / Cable Modem / FibraÓptica / Wisp],SÍ,Al menos una vez al día,Más de 4 horas al día,SÍ,"Al menos una vez a la semana, pero no cada día",,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Sí,Sí,Sí,No,No,No,No,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Sí,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,SÍ,5344.0,10-08-2025,Valparaíso,VIÑA DEL MAR,URBANA,Hijo(a),Media Científico-Humanista Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",No,No,No,No,No,No,No,No,No,No,0.0,No,Sí,0.0,No,No,No,No,No,Sí,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-,$ 342 mil a $ 595 mil,,20.0,Mujer,Media Científico-Humanista Completa,"3.Obrero calificado, capataz, Junior microempresario (kiosco, taxi, comercio menor, ambulante)",1497.35128,5197.71767,C3
